[2026-09-08 14:47:16] Pixsel__Eymen | olu gruptan nıye cıktın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:46:17] KadirHB | kardeşim ben satıyorum şablonu nasıl vereyim sana 70kya sattığım şeyi | enyakin=esya-satma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 13:47:04] KadirHB | satıyorum diyorum şablonu ben bunun ticaretini yapıyorum neden sana ücretsiz vereyim | enyakin=esya-satma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 13:48:05] ghostmean | [event cancelled]nasıl yapcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:49:27] ahmetinyo544 | nerden buldun ender ejderhasını | enyakin=end-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 13:50:32] ahmetinyo544 | kac antik kalıntıya yükseltme verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:51:45] Dexter97401 | yaw event kasası nası açılıyodu | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 13:58:10] KURT0619 | çekler kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:58:27] KURT0619 | çekler kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:58:29] KURT0619 | çekler kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:58:30] KURT0619 | çekler kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:58:34] KURT0619 | çekler kim ve ne | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 13:58:50] Pantolonumyoktu | eski homeyi nasıl silcez | enyakin=ev-home puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 13:59:19] Pantolonumyoktu | nasıl yeni ev oluşturcaz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:03:09] uras1098 | geliyim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:03:16] KURT0619 | üstünde bişey denicem gel kaç vurdugunu söyle | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:03:35] ahmetinyo544 | seti nası gitmedi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:04:10] KeremQA_22 | team olcak var mı pvpsi iyi | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 14:06:35] egemen1559 | ya lütfen kabul et tpa mi | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 14:16:39] Pixsel__Eymen | Ordek_kral17 tmm bişi olmaz sen kaç yasındası bu arada | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:21:23] ahmetinyo544 | askım mı ?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:25:09] KeremQA_22 | robot testi niye olmuyo ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:30:10] apathyharbi | halat nerde btw | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:31:29] apathyharbi | bu arkadaki kim la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:33:23] xWith | ip nerde | enyakin=sunucu-bilgi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 14:34:57] apathyharbi | neyde geleyim 1v1? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:35:12] Pixsel__Eymen | öyle atlanır mı cok korktum | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:42:52] Pantolonumyoktu | ahmet yaşıyon mu aw | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:46:55] SmellOfGoal | admin nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:50:45] PLANET_YT9142 | nasıl smpye gircez | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:51:46] Kero_7611 | akp ye nasıl gireriz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:53:43] BerkayTE3134 | he tm peki dm nası atılıyo sw de | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:54:53] leleoluk | elmas ne kadar var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:55:33] Ramazan6414 | ne kadar istiyorsun elmas | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:56:16] BerkayTE3134 | kaç stack elmasa verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:57:33] KURT0619 | nerden bilion | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:57:51] SmellOfGoal | bana spawnda eşya vercek var mıı eşyalarımı çalmışlar basemi | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 14:58:24] SmellOfGoal | egemen bana mı dedin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 14:59:09] SmellOfGoal | egemen spawnda ver o zaman? | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 14:59:13] KURT0619 | kaç tane | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:01:24] vefaozel | tamam nasıl kabul edecem trade | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:02:15] Merw4n | kaç steak elmasa netherite kazma verirsiniz | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:03:15] SmellOfGoal | niye spawnda yapmıyoz egemen? | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:03:58] Merw4n | ne var ben 23 elmasa kaç tane kazma yaparım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:05:19] vefaozel | daha istiyon mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:08:44] leleoluk | sen kac vercen mace | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:17:38] vefaozel | arkadaşlar bana bir balta verebilecek var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:24:08] SmellOfGoal | kime ışınlanıyım | enyakin=rtp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:24:21] SmellOfGoal | bana eşya vercek var mıı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:28:07] maceswap | o patlattığın neydi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:29:15] M_SPOWER2204 | lan elitralari kim aldi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:35:28] hamza27 | ben pvp alanına nasıl gidicem | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:35:34] HeraAndZeus | ormana mı gitmek istiyorsun | enyakin=orman-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:35:54] ahmetinyo544 | pantolon nereye yapıyım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:36:01] KURT0619 | kim aldı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:36:34] hamza27 | ben pvp alanına nasıl gidicem | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:36:35] KURT0619 | kim aldı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:37:11] HeraAndZeus | ormana mı gitmek istiyorsun | enyakin=orman-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:38:06] hamza27 | pvp alanına nasıl gidicem | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:42:01] ahmetinyo544 | lan bunu kim yaptı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:43:08] KadirHB | kır3 de lazım mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:43:26] KadirHB | koruma 4e 10k mı diyeyim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:43:40] KadirHB | nerde o güzelliği yapacak biri | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:44:37] maceswap | en son kaç olur 90 olurmu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:45:01] KadirHB | 90+kaç zümrüt | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:45:51] hamza27 | pvp alanına nasıl gidicem | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 15:46:30] ahmetinyo544 | kac dk yedi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:46:40] ahmetinyo544 | 30 mu owa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:48:56] hamza27 | nasıl atcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:49:46] maceswap | 1 koruma ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:50:01] maceswap | en son fiyatı ne kadardı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:51:23] Baddcat6609_Qs | hamza nerde oldun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:52:36] EnnoBaba31 | odun nerden kırılıoyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:52:48] ahmetinyo544 | mace kac lira | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:54:19] EnnoBaba31 | kral odun nerden kazılıo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:55:59] EnnoBaba31 | odun nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:56:39] EnnoBaba31 | odun nerdeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 15:57:06] Baddcat6609_Qs | niye vuruyonlannnn | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:01:21] Dark | alikayra sorunun mu var chatte hakaret etmesene | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:02:12] ahmetinyo544 | sen beni harf uzatma diye uyarmadan direk mute attın ?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:16:24] hamza27 | nasıl onaylıcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:17:33] Dark | durup dururken neden küfür ediyim adama | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:19:11] sevo_16 | yemek vercek? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:19:17] sevo_16 | yemek verecek? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:28:31] SmellOfGoal | nası eklicem | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:29:09] Barlas93 | nezaman bir işe başlasam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:29:56] KadirHB | eşyalar gitti mi Barlas93 | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 16:53:33] kyrosrfl | beyler onarımı olan kazmayı nasıl kendılıgınden onarıyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:02:40] bishamongods | kanka hangi farm para kazandırır | enyakin=para-kazanma puan=5 sebep=FARK_YETERSIZ
[2026-09-11 17:19:33] Dark | örümcek ne kadar iskelet ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:20:18] kyrosrfl | kime netherite külçesi lazım | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 17:21:40] Dark | netherite yükseltmesi dahil mi kyr | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 17:22:16] Dark | kyr netherit yükseltmesi de dahil mi | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 17:25:35] gmhkue | orospu cocugu neden yazıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:29:13] egemen1559 | ya birisi söylesin ses nasıl aciliyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:32:08] wwoizena7 | burası neresi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:37:25] theselim | bide ne kadara | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:42:03] CumArtist | sp nasıl elde edicez kankam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:50:03] EnsignSign31409 | onarım büyüsü ne kadar | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 17:52:59] Matasoy2004 | lobiye nasıl geri donuluo bilen var mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 17:54:46] Ebuski | ms kaç bende | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:00:04] kyrosrfl | kime netherite elazım | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:01:24] BerkayTE3134 | kadirHB mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:02:32] kyrosrfl | 1 stok elmas var kime lazım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:07:29] kemaladil | kanka zaten nasıl atcam bilmiom | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:08:23] kemaladil | nası atcam bilmiom ki | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:09:53] AyiBogan064 | köylüleri iki kez zombi yapınca daha ucuz oliyo mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:16:37] AyiBogan064 | saman vereyim mi başka gerçek bişem yok | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:16:41] kemaladil | pvp atcak? | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:17:21] selamdostim | nasıl o kadar topladın xraymisin lan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:18:20] kyrosrfl | kanka nıye soyleyeyım gızlı taktık yav | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:21:22] kyrosrfl | bende 53 mü neydi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:22:02] Allyish | takım olmak istiyen var mı? | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:24:01] kyrosrfl | baseye gitmem lazım xp mi kassam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:33:01] Thandry | 1 antik kalıntının piyasa fiyatı ne? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:38:29] SmellOfGoal | vip nerden oldunuz | enyakin=vip-rutbe puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:44:05] Dark | kyrosr harbi mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:44:13] egemen1559 | özel mesaj mı bu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:44:15] Dark | allah bilir kaç tanesini kaçırdım yaa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:44:25] egemen1559 | nası gećcem ozele | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:45:19] Dark | kadir vip mi aldın | enyakin=vip-rutbe puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:46:57] OverLord | la neden cıktın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:47:00] iamjuba71 | aga bu baseniz nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 18:53:20] iamjuba71 | para nerde skyler | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:55:04] requiemhuseyin | spawnda kaliteli spawn var mı | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 18:56:53] Dark | yok ama ne kadar lazımsa sana kasayım | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 19:03:47] david332 | does somone speak english? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:04:07] david332 | u want to team? | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 19:08:24] maceswap | st başı ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:09:11] maceswap | kaç st alcaksın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:09:31] SmellOfGoal | keskinlik V altın kılıcım var isteyen? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:11:27] Kyururuu | elytrayı aldın mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:12:17] enestahaayan1 | event kasasi nasil açilio | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 19:13:48] Kyururuu | kk benim shulker kutuları sende mi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:15:38] SmellOfGoal | kaç verirsin kurt0619 | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:15:59] SmellOfGoal | 5k mı? abartma çok az | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:17:09] uras1098 | kurt elmas setim var katılmımi size? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:17:44] Kyururuu | benim shulker sende mi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:18:17] Kyururuu | bunun mu? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:19:05] Kyururuu | enderman mi kescez | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:21:51] ahmetinyo544 | kac lira | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:22:50] RaconEmir | mikrofon nasıl mavcut degıl olm ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:24:26] ahmetinyo544 | kac tane vaa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:24:40] ahmetinyo544 | 4500 tane ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:24:51] RaconEmir | surdakı kım la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:28:02] Serkan_3793 | nasıl 25kaydi gwri mi dusuruldu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:28:15] RaconEmir | sunucuya nasıl birşey satıoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:29:09] ahmetinyo544 | niye rehberler iyi deilmi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:29:44] Dark | nasıl rehber oldun sen | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:29:51] Kyururuu | pearl avr mı daha | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:31:03] Kyururuu | kazma var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:32:51] Dark | ahmet izledin mi daha önce izlemediysen öneririm | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:33:53] maceswap | kaç tane var kaybolma laneti | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:34:12] kyrosrfl | metin okuyucu nası kapatcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:35:06] requiemhuseyin | ya yardım edebilecek var mıw | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:36:08] Kyururuu | benim ark gelse olur mu? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:36:19] maceswap | kaç tane kaybolma laneti var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:36:31] vefaozel | meşale var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:36:46] maceswap | kaç tane kaybolma laneti var vefaozel | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:37:15] maceswap | kaybolma laneti kaç tane var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:42:56] ahmetinyo544 | biri xp siseis atıyo kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:44:31] Thandry | tüm eşyalarım gitti eşya verebilecek var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:47:40] EnsignSign31409 | güç 5 ne kadar verirsiniz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:48:25] OverLord | ahmetinyo yan hesabımdı ?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:51:52] Thandry | ne kadar istiyorsun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 19:56:49] ahmetinyo544 | leleolul ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:00:48] OverLord | neden base yapmadınız | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:05:18] OverLord | 2v2 vs gelcenizmi ?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:10:01] Thandry | kaç verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:17:17] kyrosrfl | kime netherite kazma lazım 3 büyülü | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:18:58] Ebuski | niye dark şaşırdı ki | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:21:21] EnsignSign31409 | servet 3 kaç verirsiniz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:22:11] ismailbaba46 | kac elmas var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:23:11] ismailbaba46 | para nasıl kasılır | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:28:00] ahmetinyo544 | kac lira | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:28:39] ahmetinyo544 | apathy kac lira yükseltme | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:29:05] vefaozel | kaç k verirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:29:40] ahmetinyo544 | apathy kac | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:29:48] ahmetinyo544 | 60 mı 50 olurmu abi yeniyim | enyakin=oyuna-baslama puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:30:35] EnsignSign31409 | knk yeniysen 50 K nasıl yaptın anlat be | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:31:09] Dark | baseyi yaptığımız yer nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:31:22] enestahaayan1 | BEYLER nasıl spawna ışınlanıyoz | enyakin=rtp puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:33:03] Dark | ya ismail sen nasıl bir adamsın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:34:36] MuratRTX | lapisi olan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:36:58] vefaozel | aga senin team var mı | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:38:01] verifiyiy | nasıl atılır bilmiyodum | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:38:11] vefaozel | aga o zaman ben kime tpa atıyorum | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:38:36] enestahaayan1 | nasıl gelcem | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:39:11] vefaozel | aldın mı baltayı dark | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:39:21] Dark | balta mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:44:16] kyrosrfl | beyler kime büyü lazım | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:45:06] ismailbaba46 | adamlar nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:46:42] AyiBogan064 | niye para kasmiyon aq | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:46:59] adala7 | Aç mı kalayım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:49:42] vefaozel | yemek var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:51:02] Ramazan6414 | boşluk beleş mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:54:08] adala7 | nasıl para kasıyos | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 20:55:29] maceswap | item istemek için mi rahatsız oluyorum artık | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:55:46] ismailbaba46 | nasıl bılmıyon rehbersın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 20:56:47] Ebuski | kim geldi takima | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 21:01:22] Ramazan6414 | atılma 3 mü | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:01:59] Dark | racon beni hatırladın değil mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:02:51] Dark | racon beni hatırladın mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:03:11] Ebuski | bana niye cevap vermiyonuz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:05:55] dijitaltotofan | 100de 25 ok mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:07:02] AyiBogan064 | kaçtan alcan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:07:57] ismailbaba46 | govdelık nasıl yapılır | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:08:18] ismailbaba46 | govdelık nasıl yapılır | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:10:16] Ramazan6414 | 16 taneye ne kadar veriyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:10:30] BerkayTE3134 | kaç istiyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:10:44] Ramazan6414 | ne kadar verirsen | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:11:26] AyiBogan064 | yemin mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:11:31] Ramazan6414 | ne kadar elmas | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:13:13] adala7 | nerde ali | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:14:36] efwse | burada pvp ye girmek istiyom oyunlar kısımı nerede | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-11 21:14:53] AyiBogan064 | ačtin mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:18:08] Ebuski | nethirite - kaç | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:21:13] Dark | kim bilmiyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:21:29] Dark | niye ki ebuski | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:21:53] Kyururuu | 64lük ne kadara alıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:22:57] Ebuski | ismail kaç bence | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:28:57] Dark | nasıl yapılıyor | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:34:37] sevo_16 | ber-aber kasılcak var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:35:13] Dark | berkay ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:35:41] adala7 | Ali sen nasıl o kadar kasıldın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-11 21:37:20] Ramazan6414 | bekle kac ane lazım | enyakin=- puan=0 sebep=ESLESME_YOK
