[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-12 01:17:00] OYUN | 06erenw06: kristal nasıl kasacam spawner almak icin -> Kristal kazanmak için AFK alanına gitmen gerekiyor. Bunun için /ewarp afk komutunu kullanabilirsin.  Orada kaldığın her dakika hesabına kristal yazılır, ancak alandan çıkarsan sayaç sıfırlanır. Bakiyeni /kristal komutuyla görebilirsin. Kazandığın kristallerle mağazanın kristal bölümünden spawner alabilirsin.
[2026-09-12 01:17:29] OYUN | 06erenw06: ortalama kaç saat durmam lazım -> Bu sorunun cevabı ne için sorduğuna göre değişir; AFK alanında kristal kazanmak için süresiz durabilirsin, maaş alabilmek için son 24 saatte en az 15 dakika aktif oynaman yeterlidir. Bu konuda başka bir sorun varsa Discord'dan yetkililere de danışabilirsin.
[2026-09-12 01:17:56] OYUN | 06erenw06: 4000 kristal kazanmak icin kaç saat durmam lazım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 01:23:53] OYUN | LazUsagi61: şikayet edeçeyim çoookk palaı itemlerrr -> Şikayet etmek için Discord sunucumuza (discord.gg/livamc) katılarak destek talebi açman gerekiyor. Şikayet ederken elinde video veya ekran görüntüsü olması şarttır, çünkü cezalar kanıta dayanır. Başka bir konuda sana yardım edebilir miyim?
[2026-09-12 01:37:51] OYUN | KarincaYiyen339: en hizli nasil para kazinacam -> Yeni başladıysan en hızlı para kazanmanın iki yolu vardır. /gunlukgorev ile her gün belirlenen 3 eşyayı toplayıp satabilir ya da /order sipariş panosundaki talepleri karşılayabilirsin. Bu iki yöntem de sermaye istemez ve elindeki eşyalarla hemen başlayabilirsin.
[2026-09-12 01:37:53] OYUN | lonewolf: evımızı nasıl kayıt edıcezz -> Bulunduğun yere evini kaydetmek için /sethome ad komutunu yazabilirsin. Kaydettiğin eve daha sonra /ev ad komutuyla geri dönebilirsin. Tüm evlerini görmek ve yönetmek içinse /ev menüsünü açabilirsin.
[2026-09-12 01:38:10] OYUN | KarincaYiyen339: farm yaparak para lazanabilirmiyim -> Evet, çiftlik kurarak mahsul yetiştirip satabilir ve para kazanabilirsin.   Ayrıca /gunlukgorev ile günlük görevleri tamamlayarak veya /order sipariş panosundan diğer oyuncuların taleplerini karşılayarak da hızlıca para kazanabilirsin. Yeni başlayan biri için bu yöntemler sermaye istemez.
[2026-09-12 01:39:10] OYUN | 06erenw06: obsidyenle nethere gidilirmi -> Evet, klasik hayatta kalma mekaniğinde olduğu gibi obsidyenle portal yapıp Nether'e gidebilirsin. Nether dünyasında PvP açık ve koruma yoktur, dikkatli olmalısın. Rastgele ışınlanmak için /rtpnether komutunu da kullanabilirsin.
[2026-09-12 01:46:37] OYUN | lonewolf: nasıl toplanma lanına gıdıcez -> Toplanma alanı dediğin yer sanırım AFK alanı ya da /warp menüsü. AFK alanına gitmek için /ewarp afk yazabilirsin. Diğer tüm bölgeler ve warplar için /warp menüsünü açabilirsin.
[2026-09-12 01:51:50] OYUN | 06erenw06: tum herseyimi nethjerite yapmam icin kaç hurda lazım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 01:58:41] OYUN | KarincaYiyen339: naisl para kazancam -> Sunucuda para kazanmanın en hızlı ve sermaye istemeyen yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundan talepleri karşılamak için /order komutunu kullanmaktır. Ayrıca açık artırma ile /ah üzerinden eşya satabilir, /market ile sunucu mağazasına eşya verebilir ve her gece 00:00'da seviyene göre dağıtılan gece maaşını alabilirsin.
[2026-09-12 02:05:44] OYUN | dodoflix: selam -> Aleykümselam! LivaMC'ye hoş geldin. Sana nasıl yardımcı olabilirim?
[2026-09-12 02:23:11] OYUN | 06erenw06: netherde raskele nasıl biryere isinlancam -> Nether'de rastgele bir yere ışınlanmak için /rtpnether komutunu yazabilirsin. İstersen /rtp yazarak menüden de seçim yapabilirsin.
[2026-09-12 02:45:29] OYUN | KarincaYiyen339: mal diyen birine napiyim -> Bu tarz durumlarda /ignore komutuyla o oyuncuyu engelleyebilir veya /msg ile özel mesajları kapatabilirsin. Eğer hakaret boyutu küfür veya tacize giderse ekran görüntüsü alıp Discord'dan destek talebi açabilirsin. Sohbet kurallarına uymayanlar cezalandırılır.
[2026-09-12 03:27:44] OYUN | lonewolf: toplanma yerıne nasıl gıdecem -> Toplanma yerine yani Spawn bölgesine gitmek için /spawn komutunu yazabilirsin. Ayrıca /warp menüsünü açarak oradaki seçenekleri de kullanabilirsin.
[2026-09-12 03:33:58] OYUN | 06erenw06: raskele biryere gitme kodu neydi -> Rastgele ışınlanmak için /rtp komutunu kullanabilirsin. Bölge seçmek için /rtporman, /rtpnether veya /rtpend komutlarını da yazabilirsin.
[2026-09-12 04:18:18] OYUN | lonewolf: arkadasıma nasıl para atıcam -> Arkadaşına para göndermek için /pay <oyuncu> <miktar> komutunu kullanabilirsin. Transfer sırasında vergi kesilir, paranı güvenle ulaştırabilirsin.
[2026-09-12 05:16:54] OYUN | 06erenw06: ısınla komutu -> Işınlanmak için kullanabileceğin komutlar şunlar: /spawn ile ana meydana dönebilirsin, /rtporman ile vahşi doğada rastgele bir yere ışınlanabilirsin. Başka bir oyuncuya gitmek için /tpa komutunu kullanabilirsin, karşı taraf /tpaccept ile kabul etmelidir. Tüm warpları görmek için /warp menüsünü açabilirsin.
[2026-09-12 09:38:35] OYUN | Barlas93: eşyalarımı neden basemde sandıklara koyup risk almak yerine birsürü shulker alıp ender cheste koymuyorum eşyalarımı anarşi taktiği yani 28 shulker al eşyalarını ona koy hatta fazla bile yeter -> Ender sandık tamamen güvenlidir ve içindeki eşyalar asla çalınmaz, bu yüzden değerli eşyalarını orada saklamak çok mantıklı bir taktik. Ancak LivaMC'de claim sistemi olmadığı için üs kurup gelişmek, madencilik yapmak ve seviye yükseltmek de ekonomiye ve gece maaşına katkı sağlar. İstersen değerli eşyalarını ender sandıkta tutup temel malzemelerinle vahşi doğada gizli bir üs kurabilirsin.
[2026-09-12 09:57:05] OYUN | LazUsagi61: olduğum yeri ev yapmak , -> Bulunduğun yere ev kaydetmek için /sethome komutunu kullanabilirsin. Örneğin evine "ev" adını vermek için /sethome ev yazman yeterlidir. Daha sonra evine dönmek istediğinde /ev ev komutunu kullanabilirsin.
[2026-09-12 10:07:57] OYUN | MiniPencil39449: nasıl ah da mersivenlerimi ilana koyacağım -> Açık artırmaya eşya koymak için önce merdivenleri eline al ve /ah sell fiyat yaz. Örneğin 100 TL'ye satmak istiyorsan /ah sell 100 yazabilirsin. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir.
[2026-09-12 10:22:44] OYUN | MiniPencil39449: birilerine trap hazırlayıp öldürürsem banlanırmıyım -> Hayır, trap kurup pusu atmak kural ihlali değildir, sunucuda serbesttir. Vahşi doğada oyuncu öldürmek ve üs basmak da tamamen serbesttir.
[2026-09-12 10:25:49] OYUN | MiniPencil39449: oyunculara yalan söyleyip tuzağa düşürmek serbest mi -> Evet, oyunculara yalan söylemek, pusu atmak, tuzak kurmak ve üs basmak tamamen serbesttir. Bu durum kural ihlali değildir, sunucu bu şekilde kurgulanmıştır.
[2026-09-12 10:30:34] OYUN | MuratRTX: nasıl slash ah*a eşya konur yani satılır -> Açık artırmaya eşya koymak için /ah sell [fiyat] komutunu kullanabilirsin. Satmak istediğin eşyayı eline alıp bu komutu yazman yeterlidir. İlan ücreti yoktur ve eşya satıldığında satıcıdan %5 vergi kesilir.
[2026-09-12 10:32:04] OYUN | MuratRTX: kitap nasıl yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 10:32:27] OYUN | MiniPencil39449: birine nasıl para veririm -> Başka bir oyuncuya para göndermek için /pay <oyuncu> <miktar> komutunu kullanabilirsin. Para transferinden vergi kesilir, VIP rütbelerinde bu vergi daha düşüktür.
[2026-09-12 10:46:44] OYUN | LazUsagi61: birsisi tpa attığın da nasıl kabul edücez -> Gelen ışınlanma isteğini kabul etmek için /tpaccept yazmalısın. Eğer reddetmek istersen /tpdeny komutunu kullanabilirsin.
[2026-09-12 11:06:10] OYUN | MehmetMC3667: order e sipariş nasıl koyariz -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 11:06:47] OYUN | LazUsagi61: birsisi tpa attığın da nasıl kabul edücez -> Gelen ışınlanma isteğini kabul etmek için /tpaccept yazmalısın. Eğer reddetmek istersen /tpdeny komutunu kullanabilirsin. [CACHE]
[2026-09-12 11:21:23] OYUN | LazUsagi61: ev e işın lanmak kodu ne -> Kayıtlı evine ışınlanmak için /ev veya /ev <ad> komutunu kullanabilirsin. Bulunduğun yeri ev olarak kaydetmek için ise /sethome <ad> komutunu yazmalısın.
[2026-09-12 11:23:18] OYUN | LazUsagi61: nasıl berşey şiparis ediyozzzzz -> Sipariş vermek için /order komutunu kullanabilirsin. Bu sipariş panosunda alıcı ilan verir; istediğin eşyayı ve fiyatı belirlersin. Siparişi açarken paran bloke edilir ve biri eşyayı getirdiğinde ödemesi anında yapılır.
[2026-09-12 11:26:59] OYUN | LazUsagi61: netherdeyim demir kazma lazım nasıl alcam -> Nether'de demir kazma almak için sunucu mağazasını kullanabilirsin. Sohbete /market yazıp Aletler kategorisinden demir kazma satın alabilirsin. Alternatif olarak diğer oyuncuların açık artırmasına bakmak için /ah komutunu yazabilirsin.
[2026-09-12 11:28:28] OYUN | LazUsagi61: marketten alın mıyo -> Sunucu mağazasından (/market) alışveriş yaparken normal para (TL) veya kristal bakiyenin yeterli olduğundan emin olmalısın. Kristal bölümündeki ürünler sadece kristal ile, diğer kategoriler ise normal parayla alınır. Bu konuda elimde daha fazla bilgi yok, sorun devam ederse Discord sunucumuzdan (discord.gg/livamc) bir yetkiliye danışabilirsin.
[2026-09-12 11:33:27] OYUN | LazUsagi61: sunucuda depogibi bir kot varmı -> Ender sandık kişiye özeldir ve içindeki eşyalar çalınamaz, en değerli eşyalarını orada güvenle tutabilirsin. Ayrıca üssünü güvenli bir yere kurarak normal sandıklar da kullanabilirsin.
[2026-09-12 11:33:46] OYUN | LazUsagi61: sunucuda depogibi bir komutvarmı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 12:05:07] OYUN | LazUsagi61: nasıl aık arttırma yopılıyo -> Açık artırma için /ah komutunu kullanabilirsin. Elindeki eşyayı satışa koymak için /ah sell <fiyat> yazman yeterlidir. Süresi dolan eşyalarını da /ah collect komutu ile geri alabilirsin.
[2026-09-12 12:05:55] OYUN | LazUsagi61: peki pazmaya kendi is tediğim parra yıkoyabilı yoömmuj -> Pazaryerinde dükkan kiraladığında kendi dükkânına istediğin fiyatı koyabilirsin, fiyatı sen belirlersin. Açık artırmada (/ah) da eşyalarını dilediğin fiyattan satışa koyabilirsin.
[2026-09-12 12:06:43] OYUN | LazUsagi61: peki pazmaya kendi is tediğim parra yıkoyabilı yoömmuj nasıl koycxaz -> Pazara eşya koyarken fiyatı sen belirlersin. Elindeki eşyayı satmak için /ah sell fiyat yazman yeterlidir. Eşya ve para aynı anda değiştiği için bu işlem güvenlidir.
[2026-09-12 12:07:20] OYUN | LazUsagi61: jnasıl ah a koyçak -> Açık artırmaya eşya koymak için satmak istediğin eşyayı eline alıp /ah sell [fiyat] yazman yeterlidir. İlan ve komisyon ücreti yoktur, eşya satıldığında satıcıdan %5 vergi kesilir.
[2026-09-12 12:13:31] OYUN | LazUsagi61: satışa koydugum eşya tı nasın görcem -> Açık artırmaya koyduğun eşyaları ve süresi dolanları görmek için /ah yazman yeterlidir. Süresi biten eşyalarını ise /ah collect komutuyla geri alabilirsin.
[2026-09-12 12:17:46] OYUN | LazUsagi61: sattışa koydugum eşyanın şiyatı nı değiştirmkek için ne gapmjam lazım -> Açık artırmaya koyduğun bir eşyanın fiyatını doğrudan değiştiremezsin. Önce /ah collect komutu ile eşyanı geri alıp, ardından yeni fiyatıyla /ah sell <fiyat> komutunu kullanarak tekrar satışa koyman gerekir.
[2026-09-12 12:28:40] OYUN | LazUsagi61: sunucuda zırh askılığı varmı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 12:50:52] OYUN | theselim: nasıl spawner elde edilir -> Spawner elde etmenin iki yolu vardır. Mağazanın kristal bölümünden kristal ile satın alabilir veya spawner kasasından çıkarabilirsin. Kasalar için anahtarları kristal ile alabilir veya AFK alanından kristal biriktirebilirsin.
[2026-09-12 12:51:23] OYUN | theselim: spawner elde etmenin kaç yolu var -> Spawner elde etmenin iki yolu vardır. Mağazanın kristal bölümünden kristal ile satın alabilir veya spawner kasasından çıkarabilirsin.
[2026-09-12 12:51:46] OYUN | theselim: ipeksi ile spawner alınır mı -> İpeksi kazma ile dünyadaki spawnerları kırıp alamazsın. Spawnerları sadece mağazanın kristal bölümünden kristal ile satın alabilir veya spawner kasasından çıkarabilirsin.
[2026-09-12 13:07:42] OYUN | LazUsagi61: nasıl krıstal kasa caz -> Kristal ile kasa anahtarı almak için mağazanın kristal bölümünü kullanabilirsin. Biriktirdiğin kristallerle oradan anahtar satın alabilirsin.
[2026-09-12 13:08:10] OYUN | LazUsagi61: nasıl krıstal laca ğız -> Kristal almak için AFK alanına gitmen gerekiyor; bunun için /ewarp afk komutunu kullanabilirsin. Orada durduğun sürece her dakika hesabına kristal eklenir. Bakiyeni /kristal komutuyla görebilirsin.
[2026-09-12 13:08:52] OYUN | LazUsagi61: top rak block almak için nayapmam lazım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 13:09:41] OYUN | LazUsagi61: nasıl block alacaz -> Blok almak için /market komutunu kullanarak sunucu mağazasından satın alabilirsin. Dilersen /ah üzerinden diğer oyuncuların satışa koyduğu bloklara da bakabilirsin.
[2026-09-12 13:32:10] OYUN | theselim: ipeksi piyasası -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 14:15:18] OYUN | Ebuski: ortalama tecrübe iksiri tane fiyatı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 14:44:52] OYUN | Merw4n: keşke sunucuda veinminer olsaydı bence ekleyin -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 14:45:04] OYUN | Merw4n: keşke sunucuda veinminer olsaydı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 14:45:19] OYUN | Merw4n: vein miner yok mu sunucuda -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 14:53:15] OYUN | Merw4n: ben yeni başlayanlara elmas atıyorum daha yeni bi oyuncuya hiç bişi karşılığında 45 elmas verdim -> Bu çok cömert bir hareket ama LivaMC'de arazi koruması ve güvenli bölge dışında PvP açık olduğu için yeni başlayanlara elmas vermek tehlikeli olabilir. Üssünü spawn'dan uzağa kurmayı ve eşyalarını ender sandıkta saklamayı unutma. Başka bir sorun olursa sorabilirsin!
[2026-09-12 14:56:11] OYUN | Ebuski: afk ya basınca biri bana vursa dahi ölmüyomuyum -> AFK modundayken de vahşi doğada bir oyuncu sana vuraiblir ve ölebilirsin, çünkü AFK olmak seni ölümsüz yapmaz. Bu yüzden AFK kalacaksan güvenli bir yerde (/ewarp afk) olman gerekir.
[2026-09-12 14:56:49] OYUN | Ebuski: geri şu an olduğum kordinata nasıl gelebilirim -> Bulunduğun koordinata tekrar dönebilmek için /sethome [isim] komutu ile orayı ev olarak kaydetmelisin. Daha sonra o noktaya geri dönmek istediğinde /ev [isim] komutunu kullanabilirsin. Ev kapasiten rütbene göre 1 ile 10 arasında değişir.
[2026-09-12 14:58:01] OYUN | Ebuski: set home nasıl silinir -> Ev kaydını silmek için /delhome <ad> komutunu kullanabilirsin.
[2026-09-12 16:13:12] OYUN | cayanacar: kristal nasıl verilir -> Kristali başka bir oyuncuya veremezsin, çünkü kristal ticareti yapılamaz. Kristal sadece AFK alanında /ewarp afk komutuyla durarak kendi hesabına kazanırsın.
[2026-09-12 16:15:56] OYUN | LazUsagi61: nasıl oldu ğum yeri ev seççem -> Bulunduğun yere ev kaydetmek için sethome komutunu kullanabilirsin. Örneğin evine ev adını yazarak sethome ev_adi komutunu yazman yeterlidir. Daha sonra evine dönmek için ev komutunu kullanabilirsin.
[2026-09-12 16:40:18] OYUN | lonewolf: nethere nasıl gıderım -> Nether'e gitmek için normal bir Nether portalı yapman ve çakmakla yakman gerekir. Ardından portalı kullanarak Nether'e geçebilirsin, vahşi doğada RTP için ise /rtpnether komutunu kullanabilirsin.
[2026-09-12 17:00:52] OYUN | Serhat: neden hasar alinca yada dusunce dönüyorum? -> Işınlanma sırasında hareket edersen veya hasar alırsın, işlem iptal olur. Geri sayım bitene kadar yerinde durman gerekir.
[2026-09-12 17:01:27] OYUN | Serhat: hayır yanlış anladin biri vurunca yada dusme hasari alinca karakter 1sn felan stun yiyo neden -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-12 17:11:28] OYUN | lonewolf: evımı nasıl kayıt ederım -> Evini kaydetmek için /sethome ad komutunu kullanabilirsin. Kaydettiğin eve tekrar gitmek için ise /ev ad yazman yeterlidir. Tüm evlerini görmek için /ev komutunu yazabilirsin.
[2026-09-12 17:12:01] OYUN | lonewolf: toplanma alanına nasıl gıdrım -> Spawn'daki pazaryeri, kasalar veya AFK alanı gibi yerlere /warp menüsünden gidebilirsin. Doğrudan gitmek için /ewarp komutunu kullanabilirsin; örneğin AFK alanı için /ewarp afk yazman yeterlidir.
[2026-09-12 17:18:59] OYUN | Serhat: ah yerine nasil esya koycam -> Açık artırma ile eşya satmak için eline satmak istediğin eşyayı al ve sohbet kısmına /ah sell [fiyat] yaz. Örneğin eşyayı 1000 TL'ye koymak istiyorsan /ah sell 1000 yazman yeterlidir. Eşya ve para aynı anda güvenle el değiştirir.
[2026-09-12 17:31:44] OYUN | lonewolf: herkes elmas zırh yenı gelenler bıle hemen kasılıyor ben nasıl olcam -> Yeni başladıysan en hızlı para kazanmak için /gunlukgorev ile günlük görevleri yapabilir ve /order ile sipariş panosundaki talepleri karşılayabilirsin, ikisi de sermaye istemez. /rtporman ile spawn'dan uzağa gidip güvenli bir üs kurman ve eşyalarını ender sandıkta saklaman önemlidir. Ayrıca /ewarp afk ile kristal biriktirip spawner ve kasa anahtarı alabilirsin. Kasalardan ve yarışlardan da iyi eşyalar çıkarabilirsin.
